id,number,group,name,brand,category,type,is_defective,is_favorite
resource-0085-has,0085-HAS-,HAS,BEREGENINGSHASPEL 50/160 + 100 M DARM V5,RAINBOY,machine,HASPEL 50/160,false,false
resource-0084-has,0084-HAS-,HAS,BEREGENINGSHASPEL 50/160 + 100 M DARM,RAINBOY,machine,HASPEL 50/160,false,false
resource-0080-vco,0080-VCO-,VCO,CONTAINER MULTILIFT H100 L600,,machine,CONTAINER H100,false,false
resource-0079-vco,0079-VCO-,VCO,CONTAINER MULTILIFT H75 L700,,machine,SCHOVEN CONTAINER,false,false
resource-0078-vco,0078-VCO-,VCO,CONTAINER MULTILIFT H125 L600,,machine,CONTAINER H125,false,false
resource-0066-tal,0066-TAL-,TAL,Machine borstel voor kunstgras driepunts,,machine,Swinging Axle +Hitch F Tract,false,false
resource-0065-kmb,0065-KMB-,KMB,Dennis maaier voor stadion,DENNIS,werktuig,2 GRASBOX STANDARD DENNIS,false,false
resource-0064-kmb,0064-KMB-,KMB,Dennis maaier voor stadion,DENNIS,werktuig,2 GRASBOX STANDARD DENNIS,false,false
resource-0064-hst,0064-HST,HST,Murush multi dense casset borstel,,machine,Murush multi dence,false,false
resource-0063-whm,0063-WHM-,WHM,Laspost half automaat,,voertuig,Synergic Pro,false,false
resource-0062-kmb,0062-KMB-,KMB,Handmaaier honda,,werktuig,Honda HRH536 K4,false,false
resource-0059-tal,0059-TAL-,TAL,Kunstgrasborstel met opvangbak en zeef,Weideman,werktuig,Machine borstel voor kunstgras,false,false
resource-0054-kme,0054-KME-,KME,VERSTEKZAAG DEWALT,Dewalt,machine,Verstekzaag,false,false
resource-0051-vco,0051-VCO-,VCO,CONTAINER MULTILIFT H200 L600,,machine,CONTAINER H200,false,false
resource-0040-tve,0040-TVE-,TVE,SCHUDFREES IEMANTS,IEMANTS,werktuig,SCHUDFREES ZWAAR MODEL,false,false
resource-0024-tal,0024-TAL-,TAL,KARDAN WATERPOMP,BOUWER,machine,Pomp DPV,false,false
resource-0014-las,0014-LAS-,LAS,HELLINGSLASER + ONTVANGER,,machine,Dual grade PKG Benelux,false,false
resource-0012-bwi,0012-BWI-,BWI,TRANSCUBE 3000L,,machine,Transcube 3000 l,false,false
resource-0011-bwi,0011-BWI-,BWI,ADR WERF TANK 3000L,,machine,ADR werfbrandstoftank Type 30 TCG,false,false
resource-0007-whm,0007 WHM*,WHM,Plaatsen Wieshaupt condenserend gastoestel,,werktuig,,false,false
resource-0005-tdu,0005-TDU-,TDU,Tweedehands gronddumper,,machine,DUMPER KAR,false,false
resource-0003-bwi,0003-BWI-,BWI,Schaftwagen,,voertuig,Schaftwagen,false,false
resource-0001-whm,0001-WHM-,WHM,2 TANKBALMORAL + POMP,,machine,DUBBELWANDIG 2X 5000 LITER,false,false
